Frase,Categoria
"Quando eu era menino, os mais velhos perguntavam: o que você quer ser quando crescer? Hoje não perguntam mais. Se perguntassem, eu diria que quero ser menino. ",Frases de Fernando Sabino
Brigamos com os outros porque são exatamente aquilo que queríamos ser e não somos. ,Frases de Fernando Sabino
Infidelidade é como apanhar o seu sócio roubando dinheiro do caixa. ,Frases de Fernando Sabino
A música é o silêncio em movimento. ,Frases de Fernando Sabino
Liberdade é o espaço que a felicidade precisa. ,Frases de Fernando Sabino
"Devemos ouvir o silêncio não como um surdo, e sim como um cego. ",Frases de Fernando Sabino
"Se lhe posso dar um conselho, é este: não tente apanhar o fruto verde para que ele não apodreça na sua mão. ",Frases de Fernando Sabino
"São vidas. Sendo vidas, nada mais nos resta fazer senão irmos vivendo. ",Frases de Fernando Sabino
"O importante não é dizer, é saber. Cartas coisas não se dizem, porque dizendo, deixam de ser ditas pelo não-dizer, que diz muito mais. ",Frases de Fernando Sabino
 Não se pode ensinar nada a um homem. Só é possivel ajudá-lo a encontrar a coisa dentro de si. ,Frases de Galileu Galilei
A Verdade é Filha do Tempo. ,Frases de Galileu Galilei
Nunca encontrei uma pessoa tão ignorante que não pudesse ter aprendido algo com sua ignorância. ,Frases de Galileu Galilei
Duas verdades nunca se podem contradizer. ,Frases de Galileu Galilei
A verdade não resulta do número dos que nela creem. ,Frases de Galileu Galilei
"Falar obscuramente qualquer um sabe. Com clareza, raríssimos. ",Frases de Galileu Galilei
O livro do mundo está escrito em linguagem matemática. ,Frases de Galileu Galilei
"Quanto menos alguém entende, mais quer discordar. ",Frases de Galileu Galilei
"A condição natural dos corpos não é o repouso, mas o movimento. ",Frases de Galileu Galilei
Não há poder de controle sobre o universo maior do que o poder que nos controla. ,Frases de Galileu Galilei
Gravem-se os benefícios no bronze e as injúrias no ar. ,Frases de Galileu Galilei
A Filosofia está escrita nesse grande livro - o Universo - que permanece continuamente aberto. ,Frases de Galileu Galilei
Mede o que é mensurável e torna mensurável o que não o é. ,Frases de Galileu Galilei
"Mais fácil me foi encontrar as leis com que se movem os corpos celestes, que estão a milhões de quilômetros, do que definir as leis do movimento da água que escoa frente aos meus olhos. ",Frases de Galileu Galilei
 Saio da vida para entrar na história. ,Frases de Getúlio Vargas
Eu sempre desconfiei muito daqueles que nunca me pediram nada. Geralmente os que sentam à mesa sem apetite são os que mais comem. ,Frases de Getúlio Vargas
Às vezes vencer é saber esperar. ,Frases de Getúlio Vargas
Hoje estais com o governo. Amanhã sereis o governo. ,Frases de Getúlio Vargas
O ideal é ainda a alma de todas as realizações. ,Frases de Getúlio Vargas
Política é esperar o cavalo passar. ,Frases de Getúlio Vargas
"No ministério tem gente capaz, o problema é que a maioria é capaz de qualquer coisa. ",Frases de Getúlio Vargas
"Quanto menos alguém entende, mais quer discordar. ",Frases de Getúlio Vargas
"As Constituições são como as virgens, existem para serem violadas ",Frases de Getúlio Vargas
Devemos ter fé. Não existem esforços inúteis se empregados em prol do bem comum. ,Frases de Getúlio Vargas
Os direitos de autonomia e independência antes de proclamados já existem. ,Frases de Getúlio Vargas
"Deixar como está, prá ver como é que fica. ",Frases de Getúlio Vargas
"Bêbo-o porquê liquido é. Se sólido fosse, Comê-lo-ia. ",Frases de Getúlio Vargas
"A riqueza de cada um, a cultura, a alegria, não são apenas bens pessoais: representam reservas de vitalidade social, que devem ser aproveitadas para fortalecer a ação de Estado. ",Frases de Getúlio Vargas
 Pensar é o trabalho mais difícil que existe. Talvez por isso tão poucos se dediquem a ele. ,Frases de Henry Ford
O insucesso é apenas uma oportunidade para recomeçar de novo com mais inteligência ,Frases de Henry Ford
Existem mais pessoas que desistem do que pessoas que fracassam. ,Frases de Henry Ford
As horas mais tristes da vida são aquelas em que duvidamos de nós próprios. ,Frases de Henry Ford
A melhor parte da vida de uma pessoa está nas suas amizades. ,Frases de Henry Ford
Sei que metade da publicidade que faço é inútil. Mas não sei qual é a metade inútil. ,Frases de Henry Ford
"Nossos fracassos são, às vezes, mais frutíferos que os êxitos. ",Frases de Henry Ford
Nao basta ser ocupado. A pergunta é: estamos ocupados com o quê? ,Frases de Henry Ford
Não encontro defeitos. Encontro soluções. Qualquer um sabe queixar-se. ,Frases de Henry Ford
A única história que vale alguma coisa é a história que fazemos hoje. ,Frases de Henry Ford
O defeito da igualdade é que só a queremos com os nossos superiores. ,Frases de Henry Ford
Pensar é o trabalho mais difícil que existe. Talvez por isso tão poucos se dediquem a ele. ,Frases de Henry Ford
Obstáculos são aqueles perigos que você vê quando tira os olhos de seu objetivo. ,Frases de Henry Ford
Se tivesse duas caras. Estaria usando esta? ,Frases de Henry Ford
A maior parte das pessoas seriam bem sucedidas em coisas pequenas se não estivessem tão preocupadas com grandes ambições. ,Frases de Henry Ford
"Não é o empregador quem paga os salários, mas o cliente. ",Frases de Henry Ford
"O fracasso é a oportunidade de começar de novo, com mais inteligência e redobrada vontade. ",Frases de Henry Ford
"No caráter, na conduta, no estilo, em todas as coisas, a simplicidade é a suprema virtude. ",Frases de Henry Ford
"Não nos tornamos ricos graças ao que ganhamos, mas com o que não gastamos. ",Frases de Henry Ford
"Se o dinheiro for a sua esperança de independência, você jamais a terá. A única segurança verdadeira consiste numa reserva de sabedoria, de experiência e de competência. ",Frases de Henry Ford
"Se você pensa que pode ou se pensa que não pode, de qualquer forma você está certo. ",Frases de Henry Ford
"Estar decidido, acima de qualquer coisa, é o segredo do êxito. ",Frases de Henry Ford
 O que sabemos é uma gota. O que ignoramos é um oceano. ,Frases de Isaac Newton
"Deve-se aprender sempre, até mesmo com um inimigo. ",Frases de Isaac Newton
"Se eu vi mais longe, foi por estar de pé sobre ombros de gigantes. ",Frases de Isaac Newton
Virtude sem caridade não passa de nome. ,Frases de Isaac Newton
Construímos muros demais e pontes de menos. ,Frases de Isaac Newton
"Percebo que um homem tem que decidir não divulgar nada de novo, ou então tornar-se um escravo para defendê-lo. ",Frases de Isaac Newton
Dez mil dificuldades não constituem uma dúvida. ,Frases de Isaac Newton
"Eu consigo calcular o movimento dos corpos celestiais, mas não a loucura das pessoas. ",Frases de Isaac Newton
"Um homem pode imaginar coisas que são falsas, mas ele pode somente compreender coisas que são verdadeiras, pois se as coisas forem falsas, a noção delas não é compreensível. ",Frases de Isaac Newton
O tempo é uma ilusão produzida pelos nossos estados de consciência à medida em que caminhamos através da duração eterna. ,Frases de Isaac Newton
Nenhuma grande descoberta foi feita jamais sem um palpite ousado. ,Frases de Isaac Newton
Tato é a arte de provar seu ponto de vista sem fazer um inimigo. ,Frases de Isaac Newton
"Se fiz descobertas valiosas, foi mais por ter paciência do que qualquer outro talento. ",Frases de Isaac Newton
"A unidade é a variedade,e a variedade na unidade é a lei suprema do universo. ",Frases de Isaac Newton
O sol é para as flores o que os sorrisos são para a humanidade. ,Frases de Isaac Newton
"É o peso, não a quantidade de experiências, que tem de ser observado. ",Frases de Isaac Newton
Para ser gênio nescesito 1% de inspiração e 99% de transpiração. ,Frases de Isaac Newton
"A gravidade explica os movimentos dos planetas, mas não pode explicar quem colocou os planetas em movimento. Deus governa todas as coisas e sabe tudo que é ou que pode ser feito. ",Frases de Isaac Newton
A maravilhosa disposição e harmonia do universo só pode ter tido origem segundo o plano de um Ser que tudo sabe e tudo pode. Isso fica sendo a minha última e mais elevada descoberta. ,Frases de Isaac Newton
" Apressa-te a viver bem e pensa que cada dia é, por si só, uma vida. ",Frases de Sêneca
"Sentir solidão não é estar só, é estar vazio. ",Frases de Sêneca
Quem se arrepende de ter errado é quase inocente. ,Frases de Sêneca
"O homem que sofre antes de ser necessário, sofre mais que o necessário. ",Frases de Sêneca
"Considero covarde aquele que morre por medo de sofrer, e idiota aquele que vive para sofrer. ",Frases de Sêneca
Os fatos devem provar a bondade das palavras. ,Frases de Sêneca
Trabalha como se vivesses para sempre. Ama como se fosses morrer hoje. ,Frases de Sêneca
Nada se inventaria se nos sentíssemos satisfeitos com as coisas descobertas. ,Frases de Sêneca
A avareza tira aos outros o que recusa a si própria. ,Frases de Sêneca
É preciso dizer a verdade apenas a quem está disposto a ouvi-la. ,Frases de Sêneca
"Nem a beleza nem a força podem te fazer feliz, nada resiste ao tempo. ",Frases de Sêneca
A embriaguez não cria vícios. Apenas põe-nos em evidência. ,Frases de Sêneca
"Quando se navega sem destino, nenhum vento é favorável. ",Frases de Sêneca
"Quem não tem moral, não tem direitos. ",Frases de Sêneca
A principal e mais grave punição para quem cometeu uma culpa está em sentir-se culpado. ,Frases de Sêneca
"Se vives de acordo com as leis da natureza, nunca serás pobre; se vives de acordo com as opiniões alheias, nunca serás rico. ",Frases de Sêneca
"Quando não podemos corrigir alguma coisa, o melhor a fazer é saber suportá-la. ",Frases de Sêneca
Perguntas-me qual foi o meu progresso? Comecei a ser amigo de mim mesmo. ,Frases de Sêneca
"Se quer ser amado, ame. ",Frases de Sêneca
" A verdadeira amizade é aquela que nos permite falar, ao amigo, de todos os seus defeitos e de todas as nossas qualidades. ",Frases de Millôr Fernandes
O coração tem imbecilidades que a estupidez desconhece. ,Frases de Millôr Fernandes
Acreditar que não acreditamos em nada é crer na crença do descrer. ,Frases de Millôr Fernandes
"As pessoas que falam muito, mentem sempre, porque acabam esgotando seu estoque de verdades. ",Frases de Millôr Fernandes
A única diferença entre a loucura e a saúde mental é que a primeira é muito mais comum. ,Frases de Millôr Fernandes
Chato é um indivíduo que tem mais interesse em nós do que nós temos nele. ,Frases de Millôr Fernandes
Como são admiráveis as pessoas que nós não conhecemos bem. ,Frases de Millôr Fernandes
Viver é desenhar sem borracha. ,Frases de Millôr Fernandes
"Democracia é quando eu mando em você, ditadura é quando você manda em mim. ",Frases de Millôr Fernandes
Esta é a verdade: a vida começa quando a gente compreende que ela não dura muito. ,Frases de Millôr Fernandes
Viva o Brasil! Onde o ano inteiro é primeiro de abril. ,Frases de Millôr Fernandes
O melhor movimento feminino ainda é o dos quadris. ,Frases de Millôr Fernandes
Certas coisas só são amargas se a gente as engole. ,Frases de Millôr Fernandes
O homem é o único animal que ri e é rindo que ele mostra o animal que realmente é. ,Frases de Millôr Fernandes
Jamais diga uma mentira que não possa provar. ,Frases de Millôr Fernandes
O dinheiro não dá felicidade. Mas paga tudo o que ela gasta. ,Frases de Millôr Fernandes
Quem mata o tempo não é assassino mas sim um suicida. ,Frases de Millôr Fernandes
"Capacidade de saber cada vez mais sobre cada vez menos, até saber tudo sobre nada. ",Frases de Millôr Fernandes
Quando todo mundo quer saber é porque ninguém tem nada com isso. ,Frases de Millôr Fernandes
 Podemos facilmente perdoar uma criança que tem medo do escuro. A real tragédia da vida é quando os homens têm medo da luz. ,Frases de Platão
"De todos os animais selvagens, o homem jovem é o mais difícil de domar. ",Frases de Platão
"Onde não há igualdade, a amizade não perdura. ",Frases de Platão
Quem comete uma injustiça é sempre mais infeliz que o injustiçado. ,Frases de Platão
Todo homem é poeta quando está apaixonado. ,Frases de Platão
Você pode descobrir mais sobre uma pessoa em uma hora de brincadeira do que em um ano de conversa. ,Frases de Platão
